id,Genero,Tipo_Cliente,Edad,Tipo_Viaje,Clase,Distancia_Vuelo,Wifi_a_bordo,Comodidad_Horario,Facilidad_Reserva,Ubicacion_Puerta,Comida_Bebida,Embarque_Online,Comodidad_Asiento,Entretenimiento,Servicio_Abordo,Espacio_Piernas,Manejo_Equipaje,Servicio_Checkin,Servicio_Vuelo,Limpieza,TypeOfTravel_bin,Class_Eco,Class_Eco Plus,Service_Mean,Service_Min,Service_Max,Service_Var,Age_Bin,Distance_Bin,target
146,Male,Loyal Customer,19,Business travel,Eco Plus,4370,3,5,2,5,5,2,1,4,1,1,5,5,5,1,1,False,True,3.2142857142857144,1,5,3.258241758241758,0.0,4.0,1
147,Male,Loyal Customer,51,Personal Travel,Eco,1954,5,5,4,3,4,3,4,1,2,3,1,4,1,3,0,True,False,3.0714285714285716,1,5,1.9175824175824177,2.0,1.0,1
148,Male,Loyal Customer,48,Personal Travel,Business,4783,4,1,5,2,4,3,1,1,2,2,2,5,4,4,0,False,False,2.857142857142857,1,5,2.1318681318681323,2.0,4.0,1
149,Female,Loyal Customer,55,Personal Travel,Business,594,1,1,5,5,2,4,3,2,3,2,5,1,5,2,0,False,False,2.9285714285714284,1,5,2.5329670329670333,3.0,0.0,1
150,Male,Loyal Customer,26,Business travel,Business,3282,4,1,4,5,3,4,2,4,1,2,2,1,1,2,1,False,False,2.5714285714285716,1,5,1.956043956043956,1.0,3.0,0
151,Male,Loyal Customer,83,Business travel,Business,1884,5,5,2,3,2,3,3,1,3,4,1,5,5,2,1,False,False,3.142857142857143,1,5,2.1318681318681323,4.0,1.0,0
152,Male,Loyal Customer,60,Business travel,Business,3610,4,1,1,2,4,2,3,2,2,4,1,4,4,3,1,False,False,2.642857142857143,1,4,1.4780219780219779,3.0,3.0,0
153,Male,Loyal Customer,42,Business travel,Business,3886,3,1,3,1,3,3,5,3,1,3,1,1,5,2,1,False,False,2.5,1,5,1.9615384615384615,2.0,3.0,1
154,Male,Loyal Customer,7,Business travel,Eco,4230,2,3,5,5,3,4,3,2,5,2,5,2,4,1,1,True,False,3.2857142857142856,1,5,1.9120879120879122,0.0,4.0,1
155,Female,Loyal Customer,21,Personal Travel,Business,1098,2,1,3,1,5,3,4,5,2,3,4,4,5,2,0,False,False,3.142857142857143,1,5,1.978021978021978,0.0,1.0,1
156,Male,Loyal Customer,83,Business travel,Eco,4569,5,2,1,2,5,4,3,2,2,2,4,3,5,5,1,True,False,3.2142857142857144,1,5,2.0274725274725274,4.0,4.0,1
157,Female,Loyal Customer,23,Business travel,Eco,1551,2,5,5,5,1,3,4,2,2,1,2,3,2,5,1,True,False,3.0,1,5,2.3076923076923075,0.0,1.0,1
158,Male,Loyal Customer,30,Business travel,Business,1851,2,4,3,5,5,5,1,2,1,5,5,4,4,2,1,False,False,3.4285714285714284,1,5,2.417582417582418,1.0,1.0,0
159,Female,Loyal Customer,64,Business travel,Eco,2380,1,3,1,1,3,4,5,1,4,5,3,5,3,2,1,True,False,2.9285714285714284,1,5,2.379120879120879,3.0,2.0,1
160,Male,Loyal Customer,78,Business travel,Business,4900,5,5,3,4,5,2,4,4,5,2,4,1,5,5,1,False,False,3.857142857142857,1,5,1.8241758241758246,4.0,4.0,1
161,Male,disloyal Customer,29,Business travel,Eco,4758,5,5,2,1,1,5,3,2,5,3,5,1,1,2,1,True,False,2.9285714285714284,1,5,2.9945054945054945,1.0,4.0,0
162,Female,Loyal Customer,52,Personal Travel,Business,3034,2,2,1,1,4,3,5,2,3,4,5,4,2,4,0,False,False,3.0,1,5,1.8461538461538463,2.0,2.0,1
163,Female,Loyal Customer,78,Business travel,Eco,3834,2,1,3,4,5,4,5,5,1,2,4,2,2,5,1,True,False,3.2142857142857144,1,5,2.335164835164835,4.0,3.0,0
164,Female,Loyal Customer,14,Personal Travel,Eco,3446,2,2,2,2,3,5,4,5,2,2,5,5,5,3,0,True,False,3.357142857142857,2,5,1.9395604395604396,0.0,3.0,0
165,Male,Loyal Customer,65,Personal Travel,Business,1973,3,1,2,2,4,2,4,3,4,4,5,2,3,5,0,False,False,3.142857142857143,1,5,1.5164835164835166,3.0,1.0,1
166,Female,Loyal Customer,65,Business travel,Business,4634,4,1,1,5,3,4,2,3,1,2,4,4,2,1,1,False,False,2.642857142857143,1,5,1.9395604395604393,3.0,4.0,1
167,Male,Loyal Customer,19,Personal Travel,Eco,3903,3,5,4,3,4,5,2,5,1,1,1,4,4,4,0,True,False,3.2857142857142856,1,5,2.21978021978022,0.0,4.0,0
168,Male,Loyal Customer,45,Business travel,Eco,2079,5,1,5,3,3,5,5,4,4,4,2,2,5,3,1,True,False,3.642857142857143,1,5,1.7857142857142858,2.0,2.0,1
169,Female,Loyal Customer,34,Personal Travel,Business,798,1,3,1,5,5,5,2,3,2,1,3,3,5,2,0,False,False,2.9285714285714284,1,5,2.379120879120879,1.0,0.0,0
170,Female,Loyal Customer,67,Business travel,Eco,1412,4,3,2,3,5,1,3,4,1,5,2,4,3,1,1,True,False,2.9285714285714284,1,5,1.9175824175824177,3.0,1.0,1
171,Male,disloyal Customer,22,Personal Travel,Business,3062,1,3,2,1,1,3,1,5,5,4,1,5,4,1,0,False,False,2.642857142857143,1,5,2.8626373626373627,0.0,3.0,0
172,Male,Loyal Customer,8,Personal Travel,Eco,3038,5,5,1,1,4,4,5,3,5,4,1,2,4,4,0,True,False,3.4285714285714284,1,5,2.417582417582418,0.0,3.0,1
173,Female,Loyal Customer,23,Personal Travel,Business,4887,5,2,4,4,1,4,1,2,4,3,5,3,3,3,0,False,False,3.142857142857143,1,5,1.6703296703296702,0.0,4.0,1
174,Female,Loyal Customer,36,Personal Travel,Eco,2400,1,4,5,4,2,4,2,5,2,3,2,2,1,1,0,True,False,2.7142857142857144,1,5,2.0659340659340657,1.0,2.0,0
175,Female,disloyal Customer,19,Business travel,Business,3297,1,1,3,5,5,5,4,3,4,4,1,3,4,3,1,False,False,3.2857142857142856,1,5,2.065934065934066,0.0,3.0,1
176,Male,Loyal Customer,19,Business travel,Business,226,1,4,1,5,4,3,5,4,1,5,2,3,1,3,1,False,False,3.0,1,5,2.4615384615384617,0.0,0.0,1
177,Male,Loyal Customer,49,Business travel,Business,1291,5,2,5,5,1,2,2,4,5,2,1,5,1,1,1,False,False,2.9285714285714284,1,5,3.1483516483516487,2.0,1.0,1
178,Male,disloyal Customer,27,Business travel,Business,2739,2,2,5,1,1,4,3,3,3,3,3,4,5,3,1,False,False,3.0,1,5,1.5384615384615385,1.0,2.0,1
179,Male,disloyal Customer,61,Business travel,Eco,4489,1,5,2,3,2,3,5,4,4,5,1,3,5,4,1,True,False,3.357142857142857,1,5,2.0934065934065935,3.0,4.0,1
180,Male,disloyal Customer,46,Business travel,Business,4016,4,3,3,5,1,3,5,3,3,5,2,4,2,1,1,False,False,3.142857142857143,1,5,1.8241758241758246,2.0,4.0,1
181,Male,Loyal Customer,21,Personal Travel,Eco,1466,5,3,1,5,3,1,4,3,3,3,5,5,5,4,0,True,False,3.5714285714285716,1,5,1.9560439560439562,0.0,1.0,1
182,Female,Loyal Customer,79,Business travel,Business,1119,3,2,2,1,5,4,5,4,5,2,2,4,4,4,1,False,False,3.357142857142857,1,5,1.7857142857142856,4.0,1.0,1
183,Male,Loyal Customer,58,Personal Travel,Business,4179,3,5,2,1,1,5,4,1,4,3,4,1,4,3,0,False,False,2.9285714285714284,1,5,2.225274725274726,3.0,4.0,1
184,Male,disloyal Customer,80,Business travel,Business,4614,4,5,4,1,1,3,2,2,3,5,2,3,1,3,1,False,False,2.7857142857142856,1,5,1.8736263736263736,4.0,4.0,0
185,Male,Loyal Customer,59,Personal Travel,Business,4639,2,1,5,3,2,3,3,5,1,1,3,5,4,1,0,False,False,2.7857142857142856,1,5,2.3351648351648353,3.0,4.0,0
186,Female,Loyal Customer,58,Personal Travel,Business,784,1,3,1,5,3,2,3,2,2,3,3,2,5,2,0,False,False,2.642857142857143,1,5,1.4780219780219779,3.0,0.0,0
187,Male,Loyal Customer,36,Business travel,Business,3729,5,2,1,2,1,1,5,5,2,5,3,5,5,1,1,False,False,3.0714285714285716,1,5,3.302197802197802,1.0,3.0,1
188,Male,Loyal Customer,39,Business travel,Business,2987,1,4,1,2,5,3,5,5,5,3,1,3,5,4,1,False,False,3.357142857142857,1,5,2.554945054945055,2.0,2.0,0
189,Female,Loyal Customer,63,Personal Travel,Business,1562,5,3,2,5,5,3,2,2,4,5,3,5,3,3,0,False,False,3.5714285714285716,2,5,1.4945054945054947,3.0,1.0,0
190,Male,Loyal Customer,58,Business travel,Eco,4186,3,1,4,5,1,5,4,3,4,2,2,2,4,4,1,True,False,3.142857142857143,1,5,1.8241758241758246,3.0,4.0,1
191,Male,Loyal Customer,15,Business travel,Eco,2361,1,5,3,5,3,5,3,4,2,5,5,1,2,5,1,True,False,3.5,1,5,2.423076923076923,0.0,2.0,1
192,Male,Loyal Customer,60,Business travel,Business,4280,4,2,2,5,5,2,4,1,1,4,3,3,4,5,1,False,False,3.2142857142857144,1,5,2.0274725274725274,3.0,4.0,1
193,Male,Loyal Customer,7,Business travel,Business,2941,2,3,3,3,5,2,2,1,2,1,2,3,4,4,1,False,False,2.642857142857143,1,5,1.3241758241758244,0.0,2.0,1
194,Male,Loyal Customer,50,Business travel,Eco Plus,1867,4,4,4,2,3,2,3,1,2,5,1,5,3,2,1,False,True,2.9285714285714284,1,5,1.7637362637362637,2.0,1.0,0
195,Female,Loyal Customer,81,Business travel,Eco,4280,2,1,5,4,3,5,3,2,4,3,1,4,4,2,1,True,False,3.0714285714285716,1,5,1.763736263736264,4.0,4.0,0
196,Female,Loyal Customer,15,Business travel,Eco,3660,1,1,1,2,1,5,1,2,3,3,5,4,1,1,1,True,False,2.2142857142857144,1,5,2.335164835164835,0.0,3.0,1
197,Female,Loyal Customer,38,Business travel,Business,2212,1,3,3,2,4,1,2,3,1,5,5,2,5,1,1,False,False,2.7142857142857144,1,5,2.373626373626373,1.0,2.0,1
198,Male,Loyal Customer,21,Personal Travel,Eco,4858,2,4,2,1,2,4,2,1,4,4,2,1,5,1,0,True,False,2.5,1,5,1.9615384615384615,0.0,4.0,1
199,Male,Loyal Customer,18,Business travel,Eco,726,3,1,3,5,4,4,1,3,2,5,5,1,3,3,1,True,False,3.0714285714285716,1,5,2.071428571428571,0.0,0.0,1
200,Male,Loyal Customer,84,Personal Travel,Eco,4259,5,2,5,5,4,1,4,1,3,2,5,5,5,2,0,True,False,3.5,1,5,2.576923076923077,4.0,4.0,1
201,Female,Loyal Customer,63,Business travel,Eco Plus,3514,4,1,1,5,5,4,1,2,1,4,1,5,1,4,1,False,True,2.7857142857142856,1,5,3.104395604395604,3.0,3.0,1
202,Male,Loyal Customer,14,Business travel,Business,1475,4,4,3,1,3,5,2,4,5,5,2,4,3,5,1,False,False,3.5714285714285716,1,5,1.6483516483516485,0.0,1.0,1
203,Male,Loyal Customer,78,Business travel,Business,1281,4,5,5,3,5,4,4,4,1,1,5,1,2,2,1,False,False,3.2857142857142856,1,5,2.5274725274725274,4.0,1.0,1
204,Female,Loyal Customer,33,Business travel,Eco,590,1,5,2,3,2,5,3,4,1,4,2,1,5,2,1,True,False,2.857142857142857,1,5,2.285714285714286,1.0,0.0,1
205,Male,disloyal Customer,68,Business travel,Eco,3829,4,3,4,4,1,1,1,4,2,5,3,1,4,2,1,True,False,2.7857142857142856,1,5,2.0274725274725274,3.0,3.0,0
206,Female,Loyal Customer,18,Business travel,Business,3634,5,4,2,3,2,2,4,5,2,1,1,2,1,1,1,False,False,2.5,1,5,2.1153846153846154,0.0,3.0,1
207,Female,disloyal Customer,71,Business travel,Business,3396,5,1,1,3,5,1,4,1,5,5,1,2,1,3,1,False,False,2.7142857142857144,1,5,3.142857142857143,4.0,3.0,1
208,Female,Loyal Customer,48,Business travel,Business,2040,2,1,2,5,5,4,4,4,5,2,1,5,5,4,1,False,False,3.5,1,5,2.423076923076923,2.0,2.0,1
209,Male,Loyal Customer,68,Business travel,Business,4508,1,5,2,2,5,5,1,5,5,3,4,4,2,1,1,False,False,3.2142857142857144,1,5,2.7967032967032965,3.0,4.0,1
210,Male,Loyal Customer,17,Business travel,Eco,1982,5,5,2,3,5,4,3,5,4,5,2,3,4,3,1,True,False,3.7857142857142856,2,5,1.2582417582417582,0.0,1.0,1
211,Male,Loyal Customer,49,Business travel,Eco,3087,3,2,2,3,4,4,4,5,4,4,3,4,2,2,1,True,False,3.2857142857142856,2,5,0.9890109890109888,2.0,3.0,1
212,Male,Loyal Customer,23,Personal Travel,Business,3259,1,5,1,1,1,2,1,3,2,5,5,2,2,3,0,False,False,2.4285714285714284,1,5,2.417582417582418,0.0,3.0,1
213,Male,Loyal Customer,38,Business travel,Business,4875,1,2,5,4,4,4,2,3,2,5,3,2,5,1,1,False,False,3.0714285714285716,1,5,2.071428571428571,1.0,4.0,1
214,Male,Loyal Customer,46,Business travel,Business,4630,5,1,3,1,5,2,1,5,5,5,2,5,4,2,1,False,False,3.2857142857142856,1,5,2.9890109890109886,2.0,4.0,1
215,Male,disloyal Customer,29,Personal Travel,Business,781,3,2,4,5,3,5,1,4,4,5,1,3,5,1,0,False,False,3.2857142857142856,1,5,2.373626373626373,1.0,0.0,0
216,Female,disloyal Customer,62,Business travel,Eco,1173,2,2,3,2,4,5,1,1,3,4,4,1,5,4,1,True,False,2.9285714285714284,1,5,2.071428571428572,3.0,1.0,1
217,Male,disloyal Customer,12,Business travel,Eco Plus,2487,5,3,3,4,5,2,4,2,4,4,2,3,1,2,1,False,True,3.142857142857143,1,5,1.5164835164835166,0.0,2.0,1
218,Female,Loyal Customer,56,Personal Travel,Eco,2494,3,5,4,1,5,1,1,3,2,5,2,3,5,3,0,True,False,3.0714285714285716,1,5,2.379120879120879,3.0,2.0,0
219,Male,Loyal Customer,43,Business travel,Business,2793,1,2,1,3,1,5,2,4,4,3,5,3,3,1,1,False,False,2.7142857142857144,1,5,2.0659340659340657,2.0,2.0,1
220,Male,disloyal Customer,70,Business travel,Eco,1470,3,1,4,3,2,1,4,4,2,5,3,5,4,5,1,True,False,3.2857142857142856,1,5,1.912087912087912,4.0,1.0,1
221,Male,Loyal Customer,60,Business travel,Eco,4844,1,4,1,4,4,5,2,2,5,4,3,2,1,3,1,True,False,2.9285714285714284,1,5,2.071428571428571,3.0,4.0,1
222,Female,Loyal Customer,78,Business travel,Eco,4440,5,2,3,3,4,5,5,2,5,2,5,1,4,3,1,True,False,3.5,1,5,1.9615384615384615,4.0,4.0,1
223,Female,Loyal Customer,55,Business travel,Business,2256,5,5,1,1,4,3,1,4,5,5,4,3,1,2,1,False,False,3.142857142857143,1,5,2.7472527472527473,3.0,2.0,1
224,Female,Loyal Customer,17,Business travel,Business,2680,4,3,5,1,5,4,4,2,3,5,1,1,3,3,1,False,False,3.142857142857143,1,5,2.131868131868132,0.0,2.0,1
225,Female,disloyal Customer,55,Business travel,Business,4491,4,1,4,3,1,4,4,4,3,5,1,3,5,1,1,False,False,3.0714285714285716,1,5,2.2252747252747254,3.0,4.0,1
226,Male,Loyal Customer,27,Business travel,Business,2259,4,3,5,3,5,1,1,2,2,5,4,2,1,5,1,False,False,3.0714285714285716,1,5,2.5329670329670333,1.0,2.0,1
227,Female,Loyal Customer,72,Personal Travel,Business,3348,5,4,3,5,5,4,3,2,1,1,5,1,1,4,0,False,False,3.142857142857143,1,5,2.7472527472527473,4.0,3.0,1
228,Male,Loyal Customer,69,Personal Travel,Business,3831,2,2,4,2,3,1,3,4,3,5,2,4,1,5,0,False,False,2.9285714285714284,1,5,1.7637362637362637,3.0,3.0,1
229,Male,Loyal Customer,34,Business travel,Business,3929,5,2,3,4,1,5,2,5,2,4,3,2,3,1,1,False,False,3.0,1,5,2.0,1.0,4.0,1
230,Female,Loyal Customer,23,Business travel,Eco,1727,3,5,5,1,4,3,1,4,4,4,2,1,4,2,1,True,False,3.0714285714285716,1,5,2.0714285714285716,0.0,1.0,1
231,Female,disloyal Customer,12,Business travel,Business,3572,5,2,3,4,2,3,1,1,5,1,3,3,3,1,1,False,False,2.642857142857143,1,5,1.9395604395604396,0.0,3.0,1
232,Female,Loyal Customer,25,Business travel,Business,127,5,1,4,5,4,5,5,2,5,5,2,3,1,3,1,False,False,3.5714285714285716,1,5,2.4175824175824174,1.0,0.0,1
233,Female,Loyal Customer,62,Business travel,Eco Plus,2085,1,4,4,1,5,2,3,3,5,3,5,2,1,2,1,False,True,2.9285714285714284,1,5,2.2252747252747254,3.0,2.0,0
234,Female,Loyal Customer,34,Business travel,Eco Plus,4253,1,3,3,5,1,2,3,2,2,5,5,2,5,4,1,False,True,3.0714285714285716,1,5,2.2252747252747254,1.0,4.0,1
235,Female,disloyal Customer,72,Personal Travel,Eco,1621,1,4,4,5,1,4,1,1,5,4,4,3,3,4,0,True,False,3.142857142857143,1,5,2.2857142857142856,4.0,1.0,0
236,Female,Loyal Customer,44,Business travel,Eco Plus,396,5,2,4,3,1,1,2,3,3,2,2,1,3,1,1,False,True,2.357142857142857,1,5,1.4780219780219779,2.0,0.0,0
237,Female,disloyal Customer,43,Business travel,Eco,2281,2,3,3,4,3,3,1,3,4,2,2,4,2,3,1,True,False,2.7857142857142856,1,4,0.7967032967032968,2.0,2.0,1
238,Male,Loyal Customer,74,Business travel,Eco Plus,3502,3,5,5,4,4,4,2,4,5,3,4,5,4,4,1,False,True,4.0,2,5,0.7692307692307693,4.0,3.0,0
239,Female,Loyal Customer,55,Business travel,Business,2396,3,4,4,3,3,5,3,5,2,5,4,2,2,5,1,False,False,3.5714285714285716,2,5,1.3406593406593408,3.0,2.0,1
240,Female,Loyal Customer,49,Personal Travel,Business,2697,2,3,4,4,2,3,5,4,4,1,5,3,2,2,0,False,False,3.142857142857143,1,5,1.5164835164835166,2.0,2.0,1
241,Male,Loyal Customer,42,Personal Travel,Business,1001,2,3,4,3,5,1,4,3,5,5,5,1,4,5,0,False,False,3.5714285714285716,1,5,2.10989010989011,2.0,0.0,1
242,Female,Loyal Customer,64,Personal Travel,Business,1198,3,3,4,1,3,1,3,3,1,3,2,2,5,4,0,False,False,2.7142857142857144,1,5,1.4505494505494505,3.0,1.0,1
243,Male,Loyal Customer,19,Business travel,Business,1777,4,1,3,5,3,2,2,5,5,3,5,1,5,4,1,False,False,3.4285714285714284,1,5,2.2637362637362637,0.0,1.0,0
244,Male,Loyal Customer,58,Business travel,Eco,2981,1,4,5,5,5,4,1,2,3,3,5,2,4,1,1,True,False,3.2142857142857144,1,5,2.4890109890109886,3.0,2.0,1
245,Female,disloyal Customer,64,Business travel,Eco,4966,1,3,5,4,1,5,3,5,4,2,2,3,4,1,1,True,False,3.0714285714285716,1,5,2.2252747252747254,3.0,4.0,0
246,Male,Loyal Customer,38,Business travel,Eco,1478,3,4,1,2,5,3,5,4,3,5,4,1,3,2,1,True,False,3.2142857142857144,1,5,1.8736263736263734,1.0,1.0,1
247,Male,Loyal Customer,66,Business travel,Business,1348,2,3,4,5,4,1,2,2,1,5,2,3,3,1,1,False,False,2.7142857142857144,1,5,1.912087912087912,3.0,1.0,0
248,Male,disloyal Customer,64,Personal Travel,Eco,3835,4,5,4,3,5,3,1,4,1,1,1,1,3,3,0,True,False,2.7857142857142856,1,5,2.3351648351648353,3.0,3.0,1
249,Male,Loyal Customer,62,Business travel,Eco,4341,3,5,1,2,1,5,4,5,3,3,2,2,3,2,1,True,False,2.9285714285714284,1,5,1.9175824175824174,3.0,4.0,1
250,Female,Loyal Customer,34,Business travel,Business,1364,1,5,5,2,5,3,2,2,4,3,1,5,1,3,1,False,False,3.0,1,5,2.4615384615384617,1.0,1.0,1
251,Male,disloyal Customer,7,Business travel,Eco,2007,5,2,2,5,3,4,1,5,1,4,2,5,1,1,1,True,False,2.9285714285714284,1,5,2.840659340659341,0.0,2.0,1
252,Female,Loyal Customer,48,Business travel,Business,1158,2,3,2,5,2,2,4,1,1,4,1,4,5,2,1,False,False,2.7142857142857144,1,5,2.065934065934066,2.0,1.0,1
253,Male,Loyal Customer,54,Business travel,Business,2849,5,2,5,5,3,3,1,3,5,2,1,4,1,4,1,False,False,3.142857142857143,1,5,2.4395604395604398,2.0,2.0,1
254,Male,Loyal Customer,46,Personal Travel,Eco Plus,2148,3,4,4,3,2,2,4,2,2,5,2,3,1,5,0,False,True,3.0,1,5,1.5384615384615385,2.0,2.0,0
255,Male,Loyal Customer,69,Personal Travel,Business,4348,1,2,2,2,5,5,4,3,1,1,5,1,3,4,0,False,False,2.7857142857142856,1,5,2.4890109890109895,3.0,4.0,1
256,Male,Loyal Customer,82,Personal Travel,Business,2576,4,4,3,4,4,2,4,1,4,1,3,4,3,3,0,False,False,3.142857142857143,1,4,1.208791208791209,4.0,2.0,1
257,Female,Loyal Customer,78,Business travel,Eco,4116,5,4,3,3,5,3,1,2,4,3,5,2,4,4,1,True,False,3.4285714285714284,1,5,1.4945054945054947,4.0,4.0,1
258,Female,disloyal Customer,10,Business travel,Eco,4703,4,4,1,1,1,3,4,3,5,1,1,5,3,4,1,True,False,2.857142857142857,1,5,2.4395604395604398,0.0,4.0,1
259,Male,Loyal Customer,44,Business travel,Business,3297,1,2,5,5,5,1,2,3,4,3,2,1,4,5,1,False,False,3.0714285714285716,1,5,2.5329670329670333,2.0,3.0,0
260,Male,Loyal Customer,33,Business travel,Business,4686,5,3,5,2,2,3,5,2,5,5,2,5,4,5,1,False,False,3.7857142857142856,2,5,1.8736263736263732,1.0,4.0,1
261,Female,Loyal Customer,15,Personal Travel,Business,3653,4,2,2,3,3,2,5,3,1,1,2,1,1,4,0,False,False,2.4285714285714284,1,5,1.6483516483516485,0.0,3.0,0
262,Male,Loyal Customer,22,Business travel,Eco,4540,4,3,4,1,4,1,4,3,1,3,2,4,3,5,1,True,False,3.0,1,5,1.6923076923076923,0.0,4.0,1
263,Male,Loyal Customer,62,Business travel,Business,1861,5,3,5,3,5,3,5,2,1,5,3,4,1,4,1,False,False,3.5,1,5,2.1153846153846154,3.0,1.0,1
264,Male,Loyal Customer,82,Business travel,Business,320,1,4,2,3,5,3,5,3,1,5,4,3,3,2,1,False,False,3.142857142857143,1,5,1.824175824175824,4.0,0.0,1
265,Female,Loyal Customer,37,Business travel,Eco Plus,4918,4,2,2,4,3,5,4,3,2,3,1,1,1,4,1,False,True,2.7857142857142856,1,5,1.7197802197802199,1.0,4.0,0
266,Female,Loyal Customer,20,Personal Travel,Eco,4723,3,3,5,4,4,1,4,4,2,3,3,2,1,1,0,True,False,2.857142857142857,1,5,1.6703296703296704,0.0,4.0,1
267,Female,disloyal Customer,31,Business travel,Business,2988,5,5,2,3,5,5,2,4,1,2,5,4,1,5,1,False,False,3.5,1,5,2.576923076923077,1.0,2.0,0
268,Male,Loyal Customer,40,Business travel,Eco,1764,2,3,1,1,5,5,3,1,4,5,4,3,5,5,1,True,False,3.357142857142857,1,5,2.554945054945055,2.0,1.0,1
269,Male,disloyal Customer,73,Business travel,Eco,4086,2,5,1,2,2,5,1,4,5,3,4,4,1,3,1,True,False,3.0,1,5,2.3076923076923075,4.0,4.0,1
270,Female,Loyal Customer,30,Business travel,Business,4676,1,2,5,2,2,4,4,4,3,5,2,5,2,3,1,False,False,3.142857142857143,1,5,1.8241758241758244,1.0,4.0,0
271,Female,disloyal Customer,79,Personal Travel,Business,3077,3,2,4,5,1,5,4,1,5,1,3,4,2,1,0,False,False,2.9285714285714284,1,5,2.5329670329670324,4.0,3.0,0
272,Female,Loyal Customer,32,Personal Travel,Eco,1971,4,2,1,5,3,2,5,3,3,4,5,1,2,5,0,True,False,3.2142857142857144,1,5,2.1813186813186816,1.0,1.0,0
273,Female,Loyal Customer,26,Personal Travel,Business,1562,2,3,1,2,4,3,2,3,3,4,2,3,4,5,0,False,False,2.9285714285714284,1,5,1.1483516483516483,1.0,1.0,1
274,Male,Loyal Customer,70,Personal Travel,Eco,444,1,1,5,3,5,4,5,4,1,3,2,1,1,3,0,True,False,2.7857142857142856,1,5,2.642857142857143,4.0,0.0,0
275,Female,Loyal Customer,16,Business travel,Business,144,3,3,3,3,5,5,4,1,3,3,1,2,2,3,1,False,False,2.9285714285714284,1,5,1.456043956043956,0.0,0.0,0
276,Male,Loyal Customer,73,Business travel,Business,2168,3,3,2,4,1,3,4,3,1,5,4,2,4,4,1,False,False,3.0714285714285716,1,5,1.456043956043956,4.0,2.0,1
277,Female,Loyal Customer,30,Business travel,Business,1614,1,4,1,4,5,1,5,5,2,3,5,4,2,5,1,False,False,3.357142857142857,1,5,2.708791208791209,1.0,1.0,0
278,Male,Loyal Customer,11,Business travel,Business,2698,1,4,3,5,3,1,4,2,4,5,4,3,3,5,1,False,False,3.357142857142857,1,5,1.7857142857142856,0.0,2.0,1
279,Female,Loyal Customer,73,Personal Travel,Business,1101,4,3,4,2,1,3,3,2,3,3,3,3,5,4,0,False,False,3.0714285714285716,1,5,0.9945054945054946,4.0,1.0,0
280,Female,Loyal Customer,64,Business travel,Business,1133,1,5,3,3,3,2,1,2,4,5,1,3,1,5,1,False,False,2.7857142857142856,1,5,2.3351648351648353,3.0,1.0,0
281,Female,Loyal Customer,33,Personal Travel,Eco,2140,4,4,5,2,1,3,1,4,1,3,2,3,5,1,0,True,False,2.7857142857142856,1,5,2.1813186813186816,1.0,2.0,1
282,Female,Loyal Customer,21,Business travel,Eco Plus,373,4,3,4,1,5,3,1,2,3,2,1,4,5,3,1,False,True,2.9285714285714284,1,5,1.9175824175824177,0.0,0.0,1
283,Male,Loyal Customer,41,Business travel,Eco,2747,5,1,4,2,1,4,3,2,5,5,2,1,3,3,1,True,False,2.9285714285714284,1,5,2.2252747252747254,2.0,2.0,1
284,Female,Loyal Customer,82,Business travel,Eco,1879,3,5,3,1,2,1,4,5,2,2,1,4,3,3,1,True,False,2.7857142857142856,1,5,1.8736263736263734,4.0,1.0,0
285,Male,disloyal Customer,59,Personal Travel,Business,4576,3,2,5,4,4,1,5,3,2,2,2,1,3,2,0,False,False,2.7857142857142856,1,5,1.7197802197802194,3.0,4.0,1
286,Male,Loyal Customer,50,Business travel,Eco Plus,578,3,3,1,4,5,5,2,5,3,2,4,5,4,1,1,False,True,3.357142857142857,1,5,2.093406593406593,2.0,0.0,1
287,Male,Loyal Customer,32,Business travel,Business,615,5,3,3,5,4,3,4,4,2,2,4,5,2,1,1,False,False,3.357142857142857,1,5,1.6318681318681318,1.0,0.0,1
288,Male,Loyal Customer,53,Business travel,Eco Plus,4386,4,5,1,2,5,3,3,2,5,1,4,1,1,4,1,False,True,2.9285714285714284,1,5,2.5329670329670333,2.0,4.0,1
289,Female,disloyal Customer,40,Business travel,Eco Plus,1291,4,4,3,2,4,2,3,3,4,4,4,4,3,2,1,False,True,3.2857142857142856,2,4,0.6813186813186813,2.0,1.0,1
290,Male,Loyal Customer,56,Business travel,Eco,2768,1,4,1,1,2,1,1,2,5,1,1,2,1,5,1,True,False,2.0,1,5,2.3076923076923075,3.0,2.0,1
291,Male,Loyal Customer,18,Personal Travel,Eco Plus,1511,5,4,3,4,4,2,4,2,2,3,2,4,1,1,0,False,True,2.9285714285714284,1,5,1.6098901098901097,0.0,1.0,1
292,Male,Loyal Customer,10,Business travel,Eco,3380,1,2,4,1,1,4,1,4,4,3,4,2,1,2,1,True,False,2.4285714285714284,1,4,1.8021978021978025,0.0,3.0,1
293,Female,Loyal Customer,54,Business travel,Business,371,5,5,2,4,4,5,2,2,5,4,1,4,3,2,1,False,False,3.4285714285714284,1,5,1.9560439560439562,2.0,0.0,1
294,Female,Loyal Customer,61,Business travel,Business,242,1,5,4,1,5,2,1,1,1,4,2,3,3,1,1,False,False,2.4285714285714284,1,5,2.417582417582417,3.0,0.0,1
